type,link,title,text
local,https://theonion.com/man-becomes-first-in-his-family-to-go-to-bed/,Man Becomes First In His Family To Go To Bed,"MANCHESTER, NH—Posing in his pajamas as his proud mother took a photo to capture the momentous occasion, local man Frederico Torres became the first person in his family to go to bed, sources confirmed Thursday. “When my family first came to this country, none of them ever had the opportunity to go to bed, it felt like a luxury for the rich,” said Torres, who noted that his grandfather almost went to bed after fighting in Vietnam, but had to get a job when his grandmother got pregnant. “Of course I feel kind of privileged, but I’m thankful for all the generations of my family who sacrificed so I could cozy up under the blankets. I’m actually nervous because I don’t want to waste my time in bed by tossing and turning and let my family down. My dad really encouraged me because it was always his dream to go to bed, but he never had the chance.” At press time, Torres had incurred $45,000 of debt after his first week in bed."
local,https://theonion.com/yoga-teacher-puts-hand-on-small-of-students-back-but-in-parking-lot/,"Yoga Teacher Puts Hand On Small Of Student’s Back, But In Parking Lot","HARTFORD, CT—Telling her to close her eyes and turn inward as he gently guided her positioning, local yoga teacher Vincent Diaz reportedly placed his hand on the small of student Ellie Cruz’s back Thursday, but in the parking lot. “It’s okay to get a little tense, but don’t resist too much because that’s how you hurt yourself,” said the instructor who gently whispered to Cruz as he gripped her thighs just 10 yards from the strip mall’s nail salon. “Just lose yourself in your heavy breathing, focus on that and just let what needs to happen, happen. It’s okay to sweat, it just shows that it’s working. You’re a natural, Ellie, but you really should be doing this more regularly so you get more comfortable. It gets better with experience.” At press time, Cruz received a request for $150 from her yoga teacher for providing a private lesson."
local,https://theonion.com/dad-insists-on-using-pocketknife-to-open-can-of-chili/,Dad Insists On Using Pocketknife To Open Can Of Chili,"ALEXANDRIA, VA—Delighting in the opportunity to make use of the tool he carried with him everywhere, local father Kevin Ballard reportedly insisted on using his pocketknife Wednesday to open a can of chili. “Hang on, there’s no need to go looking high and low for the can opener—I’ve got this covered right here,” said the marketing manager and father of three, fishing out the small item from his pocket and struggling for several seconds to open the one-inch blade. “Luckily, I never go anywhere without this baby, so I’m totally equipped for a situation like this one. It’s so much better to have a knife with you and not need it than it is tonothave a knife and be in one of these tight spots where you do need it. See? All I need to do now is jam the blade into the side here and…no. Well, what if I sort of saw it, like this? Then—aw, shit, that hurts!” At press time, the man’s daughter, Jennifer Ballard, was said to have thrown out the partially opened can of chili after determining it had too much blood on it to be edible."
local,https://theonion.com/woman-reaches-arm-deep-into-purse-like-farmer-artificially-inseminating-cow/,Woman Reaches Arm Deep Into Purse Like Farmer Artificially Inseminating Cow,Content not found
sports,https://theonion.com/travis-kelce-suffers-film-career-beginning-injury/,Travis Kelce Suffers Film-Career-Beginning Injury,"KANSAS CITY, MO—In a stunning turn of events that shocked fans during the Chiefs’ game against the New Orleans Saints, sources confirmed Monday night that 34-year-old tight end Travis Kelce had suffered a film-career-beginning injury. “Folks, that was a big hit that Kelce clearly wasn’t prepared for, and he’s been down for several minutes—you can already see him consulting with his agent to see whether there’s any chance of him walking off this field and directly onto the set of a rom-com,” saidMonday Night Footballplay-by-play announcer Joe Buck, describing the catastrophic lower-leg injury expected to leave Kelce confined to movie and television roles for the remainder of his life. “The medical staff are doing their best to apply makeup for a new round of headshots. We can only hope there’s a chance of him coming back as America’s everyman. It’s an incredibly somber night at Arrowhead Stadium.” At press time, both teams had reportedly taken knees at the sidelines to pray that Kelce’s first film saw strong box office returns."
sports,https://theonion.com/deion-sanders-admits-he-has-no-idea-what-school-colorado-buffaloes-play-for/,Deion Sanders Admits He Has No Idea What School Colorado Buffaloes Play For,"BOULDER, CO—Emphasizing that he was primarily focused on running the football team, head coach Deion Sanders admitted to reporters Wednesday that he has absolutely zero idea what school the Colorado Buffaloes play for. “Look, my job is to devote my full attention to making sure the offense puts points on the scoreboard and the defense stops the opposing team—anything else is just a distraction,” said Sanders, adding that he assumed the team had ties to “Buff State,” “Buffalo Tech,” or “Nebraska.” “You could ask the players, but I doubt they would know either. Oh! Buffalo University! Is that correct? It sounds kind of familiar. I’m pretty sure I’ve seen the campus, but that might have just been a parking lot near the football field. If I’m being honest, I don’t care.” Sanders went on to ask reporters what the people in the stadium do when football games aren’t happening."
sports,https://theonion.com/nfl-referee-under-fire-for-watching-porn-on-instant-replay-device/,NFL Referee Under Fire For Watching Porn On Instant Replay Device,"DALLAS—Facing serious consequences for multiple violations of the league’s HR guidelines, local NFL referee Greg Clancy reportedly came under fire this weekend for watching pornography on his work instant replay device. “Unfortunately, Mr. Clancy was caught using his device for inappropriate conduct in a blatant breach of the employee code prohibiting pornography in the workplace,” NFL representatives said in an official statement that described how Clancy’s indiscretions were initially flagged via a virus downloaded from an adult website called XXXFL.net, along with accusations of delayed penalty calls, multiple incidents of explicit videos flashing on the Jumbotron screen for brief moments, and a tendency for the referee to take the instant replay device with him into the stadium bathrooms for long stretches of time. “When we intercepted several messages from his device from a hot, horny MILF who lives nearby, it became clear that Clancy was abusing his work technology for personal sexual gratification. Even worse, Clancy would call over other officials, urging them to ‘check this out.’ This breach of conduct has no place in the NFL, especially from those responsible for enforcing the rules, and he will be disciplined accordingly.” At press time, authorities confirmed that the referee would be placed under a supervision plan and watched over by an HR representative during all upcoming games."
sports,https://theonion.com/nfl-sunday-ticket-allows-viewers-to-simulcast-up-to-4-domestic-violence-trials-at-once/,NFL Sunday Ticket Allows Viewers To Simulcast Up To 4 Domestic Violence Trials At Once,"NEW YORK—Offering football fans the chance to catch every testimony and cross-examination without having to change the channel, NFL Sunday Ticket announced this week that it is now allowing viewers to simulcast up to four domestic violence trials at the same time. “It used to be that we would only have one or two big domestic violence trials with our players, but as the league has grown, fans started to complain that there were sometimes eight different trials they wanted to watch going on at the same time,” said NFL head of marketing Tim Ellis, adding that many fans want to catch local domestic violence trials outside of their market because it looks like a good matchup or has big fantasy implications. “It used to be that you’d be watching the defense on one trial as it tried to discredit the accuser and not realize you were missing a handgun being entered into evidence over on another channel, but with our new ‘NFL Grand Jury’ package on Sunday Ticket you can keep an eye on multiple trials at once and go full screen when the action heats up. It starts at $249.99 but that gets you hundreds of different domestic violence suits to choose from during the year, including civil suits, and the package covers related gun, drug, and reckless driving trials. It’s the best way to watch all the biggest stars in the NFL.” Ellis added that while Grand Jury subscribers will have access to almost every domestic violence trial, the package will not cover NFL Thursday Trials that are licensed exclusively to Amazon Prime."
sports,https://theonion.com/ohtani-cashes-in-50-home-run-futures-bet-ticket/,Ohtani Cashes In 50-Home-Run Futures Bet Ticket,Content not found
sports,https://theonion.com/tom-brady-provides-detailed-analysis-of-how-easy-it-would-be-for-him-to-take-dak-prescotts-job/,Tom Brady Provides Detailed Analysis Of How Easy It Would Be For Him To Take Dak Prescott’s Job,"CLEVELAND—Covering the Browns vs. Cowboys game for his highly anticipated Fox Sports broadcasting debut, Tom Brady provided a detailed analysis Sunday of how easy it would be for him to take Dallas quarterback Dak Prescott’s job. “As someone who competed in the NFL against Dak for seven seasons, I know his game very well, and let me just say, with one quick text to Jerry Jones, I could be on the field as the Cowboys starting quarterback next week,” said Brady, who, along with his broadcasting partner Kevin Burkhardt, then proceeded to pull up a screen and scrawl the words “Tom Brady” and “just show up” to diagram exactly how he would come out of retirement for a second time and immediately steal Prescott’s job, title, and four-year, $160 million contract. “First, I’d exert pressure on the coaching staff by saying ‘seven Super Bowl wins.’ Then, I’d make a big fuss about how I’ve been having second thoughts about this whole sports broadcaster thing. Fast-forward a couple of days, and I’m in Dallas wearing a Cowboy’s jersey and the whole team is calling me ‘Captain Tom Brady.’ Watch. I could do it right now.” At press time, Brady also provided a detailed analysis of how easy it would be for him to take Prescott’s girlfriend and get the quarterback’s daughter to call him “Dad.”"
sports,https://theonion.com/bengals-coaching-staff-holding-breath-after-joe-burrow-endures-rough-high-five/,Bengals Coaching Staff Holding Breath After Joe Burrow Endures Rough High-Five,"CINCINNATI—Wincing at the sound of the two palms coming into contact with each other, the Cincinnati Bengals coaching staff reportedly held its breath Sunday after Joe Burrow endured a rough high-five from a teammate. “Oof, that looked like it hurt,” said commentator Ian Eagle, who narrated a replay of the congratulatory gesture showing the 27-year-old Bengals quarterback yelping, recoiling, and tumbling to the ground in pain, the skin of his hand visibly reddened. “That was absolutely brutal. Bengals head coach Zac Taylor looks like he’s in a state of shock. Hopefully Burrow can recover, but I wouldn’t be surprised if he’s out for the season. And it looks like they’re taking him to the tent now. All we can do is pray.” At press time, the incident had led to renewed calls for players to wear thicker gloves."
sports,https://theonion.com/stephen-nedoroscik-under-fire-after-video-shows-him-whi-1851616068rev1723128732701/,Stephen Nedoroscik Under Fire After Video Shows Him Whipping Pommel Horse,"PARIS—Sending waves of shock and outrage throughout the sporting world, U.S. gymnast Stephen Nedoroscik was under fire Thursday after a newly surfaced video showed the Olympic athlete whipping a pommel horse. “That poor pommel horse—it was just standing there, cowering, as he struck it again and again,” said American gymnast Asher Hong, condemning what he called the “cruel” behavior in the video, which captured Nedoroscik repeatedly beating the pommel horse and led USA Gymnastics to suspend the 25-year-old bronze medalist from competition for the next six months. “You could tell it was traumatized. Completely frozen. Even if he was just trying to train it, there is absolutely no excuse for that kind of behavior. At the very least, he should consider making a sizable donation to a farm for retired pommel horses.” At press time, Olympic officials reportedly launched an investigation after a pommel horse was found oozing foam."
sports,https://theonion.com/physical-therapy-office-politely-declines-daniel-jones-1851605177/,"Physical Therapy Office Politely Declines Daniel Jones’ Offer Of Framed, Signed Jersey For Wall","EAST RUTHERFORD, NJ—Insisting repeatedly that they just didn’t have the space, physical therapy practice Elite Recovery politely declined New York Giants quarterback Daniel Jones’ offer Friday of a framed and signed game-worn jersey for the wall. “That’s so nice of you, and we wish we could put it up, but unfortunately, as you can see, our walls are already pretty full,” said physical therapist Courtney Bellingham, gesturing to walls sparsely adorned with jerseys from a New York Riptide lacrosse goalie, a Trenton Thunder minor league catcher, and a local  high school basketball player. “We really appreciate the offer, though. It’s so sweet. You know what? We can just hold onto it and keep it in the back, and if we ever expand our offices, we can put it up then.” At press time, after waiting to make sure the Giants quarterback had left the premises, Bellingham reportedly took the framed jersey and quietly tossed it in a dumpster behind the office."
sports,https://theonion.com/mlb-loses-millions-of-stats-in-warehouse-fire-1851601587/,MLB Loses Millions of Stats In Warehouse Fire,"SAN FRANCISCO—As front-office executives surveyed the damage done to their record-keeping facility, Major League Baseball announced Monday that it had lost millions of stats Monday in a devastating warehouse blaze. “It is with a heavy heart that I share  today the news of an accidental fire that has reduced to ash the millions of baseball statistics we have collected over more than a century,” said MLB Commissioner Rob Manfred, explaining that all players and teams, past and present, had been stripped of their titles and records, none of which could be independently verified without the lost data. “These were unfortunately the only copies of many of these stats that we had, meaning there is no hope of recovering the historic slugging percentages, earned run averages, or win-loss records of your favorite teams and players. Sadly, we no longer have any idea who has the most career home runs or no-hitters, and any theory as to why Babe Ruth, Willie Mays, or Pedro Martinez were so highly regarded is now squarely in the domain of speculation.” At press time, Manfred paid tribute to the brave souls who lost their lives attempting to save the stats for the 2003 Detroit Tigers."
sports,https://theonion.com/mlb-reminds-white-sox-that-games-televised-1851590284/,MLB Reminds White Sox That Games Televised,"CHICAGO—With the franchise on track to have what may be the single worst season in the modern history of the sport, Major League Baseball sought to remind the Chicago White Sox on Friday that the team’s games were televised. “Based on the way you’re playing, we just wanted to make sure you understand that there are people watching you—that pretty much anyone can go on TV and see what you’re doing on the field,” said MLB commissioner Rob Manfred, explaining that many, many Americans have cable and internet connections and can watch all the games the team is losing, as well as highlights of every White Sox batter who strikes out, every fielder who drops the ball, and every pitcher who, once again, allows the bases to become loaded. “The fact that there are people in the stands watching, however few, should be enough to make your team do something to get its act together, but that hasn’t happened.  Some of these people actually paid to watch you, which—baffling as that may be—ought to provide some kind of motivation. Right? Does any of what I’m saying making sense to you? We’re just trying to help here.” Reached for additional comment, Manfred emphasized that while no one actually wanted to watch the White Sox play, that wasn’t the point."
sports,https://theonion.com/caitlin-clark-supplements-rookie-salary-by-taking-adjun-1851573146/,Caitlin Clark Supplements Rookie Salary By Taking Adjunct Professor Of Basketball Job,"INDIANAPOLIS—Saying she figured she could do course prep while traveling to away games on the team bus, WNBA star Caitlin Clark told reporters she had begun supplementing her rookie salary this week with a second job as an adjunct professor of basketball. “I’m teaching a freshman-level Intro to Basketball Studies course on Mondays, Wednesdays, and Fridays and a senior seminar on dribbling Tuesdays and Thursdays,” the Indiana Fever guard said as she sat in a cramped cubicle during her scheduled office hours at Butler University’s Department of Basketball. “It’s only 20 paid hours a week and no benefits, but between this and my job with the Fever, I’m hoping to cover my basic living expenses. Plus, it gets my foot in the door in case a tenure-track position ever opens up—although those full-time professors of basketball never seem to leave. I don’t have an advanced degree or anything, but the students still call me Professor Clark, which is pretty cool.” Clark later confirmed she was commuting an hour to Bloomington so she could take night courses at Indiana University and eventually earn a Master of Basketball Arts and Sciences degree."
sports,https://theonion.com/wimbledon-trying-to-excite-us-but-the-ball-still-just-1851583183/,"Wimbledon Trying To Excite Us, But The Ball Still Just Goes Back And Forth All Day","LONDON—As the prestigious tennis event entered the quarterfinals, unenthused sources confirmed Tuesday that although Wimbledon continued to try to excite us, the ball still just went back and forth all day. “We really wish we could get excited by the ball going back and forth, but it’s simply not happening,” said shrugging tennis fan Gerald Firth, who spoke on behalf of everyone else in the crowd at the Grand Slam tournament, as well as those watching the matches on TV at home and anyone who happened to stumble across the purportedly thrilling highlights on news outlets around the world. “The same two guys hitting the ball there, then there, then there, then there, on and on for hours, despite ample opportunities for the ball to go somewhere else. Try two balls, maybe? Anything that isn’t one side, and then the other side. We  get the impression that we’re supposed to think playing on grass is cool or something, but that’s not really doing much for us in the way of entertainment. Then, even if we do manage to muster some excitement during the match, we’re not allowed to show it with clapping or cheering. We’re just kind of sitting here waiting for something to happen.” At press time, sources reported feeling briefly enthused by the prospect of a frozen lemonade from a Wimbledon vendor, but their indifference quickly returned after they deemed the concession totally overpriced."
sports,https://theonion.com/wimbledon-enters-third-round-of-centuples-tournament-1851582237/,Wimbledon Enters Third Round Of Centuples Tournament,Content not found
sports,https://theonion.com/caitlin-clark-brushes-off-23-stab-wounds-from-own-teamm-1851566816/,Caitlin Clark Brushes Off 23 Stab Wounds From Own Teammates,"LAS VEGAS—Following another highly physical game for the rookie point guard, Indiana Fever player Caitlin Clark reportedly brushed off the 23 stab wounds she received from her own teammates on the court Tuesday. “The physicality doesn’t bother me one bit—it’s all part of the game,” the pale and visibly woozy WNBA star said at a postgame news conference during which reporters questioned her reaction to the 23 knife-inflicted injuries suffered at the hands of her fellow Fever players and a pool of blood collected on the floor beneath her chair. “Emotions run high, and every once in a while that’s going to boil over into someone being brutally stabbed on the court multiple times. I really don’t take the coordinated effort to assassinate me personally. If anything, violently taking a shiv to my back, chest, and neck during a breakaway shows how much passion these women have for the game, and I’m lucky to play alongside them. In some ways, I’d even say it’s an advantage to be putting pressure on my jugular with my left hand while dribbling with my right. I’d be mad too if one of them got as much viscera on the ball as I did.” A stern Clark went on to tell the media that if she could pull the dozen or so blades out of her back and move on, they should be able to get over it too."
sports,https://theonion.com/rafael-nadal-withdraws-from-wimbledon-to-spend-more-tim-1851557229/,Rafael Nadal Withdraws From Wimbledon To Spend More Time Pressing Tennis Racket Against Face To Make Waffle Marks,"MANACOR, SPAIN—Expressing regret about missing “the amazing event,”  Rafael Nadal announced this week that he has officially withdrawn from Wimbledon in order to spend more time pressing his tennis racket against his face to make waffle marks, adding that he would now be referred to as Waffle Face. “As I near retirement, my team and I believe that the best use of my time right now would be to forgo Wimbledon to focus on smooshing my face with the racket,”said 22-time Grand Slam champion Waffle Face, pressing the nylon strings of his signature Babolat Pure Aero racket hard into his skin as his coach counted to 100. “I hope my fans will understand how important it is that I keep training my face to have a grid on it if I want to retire from tennis with the waffle-faceness that I have worked so hard for to achieve. Sadly, the marks go away after a minute or so, so I must stay in the zone, without any disruption, or else it will go back to being smooth, like a pancake. I do not wish to be a pancake. I am Waffle Face.” At press time, Novak Djokovic also announced his withdrawal from the tournament  while holding his racket an inch in front of his face, claiming that he was stuck in jail."
sports,https://theonion.com/relaxed-orioles-security-will-get-around-to-removing-fa-1851552393/,Relaxed Orioles Security Will Get Around To Removing Fan From Field In Another Inning Or So,"BALTIMORE—Vowing to eventually address the hooligan, relaxed Orioles security guard Rob McKenzie told reporters Monday that his crew would get around to removing a fan from the field in another inning or so. “Eh, he’s not hurting anyone, so what’s another inning or two of him sprinting around the diamond?” said McKenzie, explaining that the crazed fan, who had hopped the fence several innings before and begun zigzagging across the field, would tucker himself out at some point. “Who knows, he’ll probably get bored of trying to pants the batter soon and leave on his own. There’s plenty of innings left, so no huge rush.” At press time, sources confirmed the security guards finally got around to subduing the disorderly fan with deadly force."
news,https://theonion.com/movie-chyron-reads-davenport-ia-as-if-it-not-glaringly-obvious-establishing-shot-is-of-vander-veer-botanical-park/,"Movie Chyron Reads ‘Davenport, IA’ As If It Not Glaringly Obvious Establishing Shot Is Of Vander Veer Botanical Park","NEW YORK—In a move widely criticized as insulting the intelligence of viewers, a movie chyron reportedly drew outrage Wednesday for reading “Davenport, IA” as if it wasn’t glaringly obvious that the establishing shot was of Vander Veer Botanical Park. “Yeah, no shit we’re in Davenport, IA—do they really think I need that spelled out for me when I’m looking right at Vander Veer Botanical Park’s historic Grand Allée?” said moviegoer Marshall Helms, who added that he had half a mind to demand a refund if the movie was going to continue with the condescending bullshit. “I can infer the setting from Vander Veer’s iconic Stone Fountain without some stupid chyron holding my hand the whole goddamn time, thanks. It’s probably just for international viewers, but I still find it demeaning when films have so little faith in their audience. I’m not some uncultured swine who will see Davenport’s Municipal Rose Garden and confuse it for the fucking Quad City Botanical Center without the movie’s help.” At press time, Helms reportedly stormed out of the theater after a second chyron reading “November” was overlaid on an unmistakable shot of Vander Veer Conservatory’s annual Chrysanthemum Festival."
news,https://theonion.com/carnival-cruise-debuts-extravagant-all-inclusive-journey-to-edge-of-earth/,Carnival Cruise Debuts Extravagant All-Inclusive Journey To Edge Of Earth,Content not found
news,https://theonion.com/nobel-prize-in-physics-awarded-to-alien-giving-peace-sign-driving-tie-dye-vw-bug/,Nobel Prize In Physics Awarded To Alien Giving Peace Sign Driving Tie-Dye VW Bug,"STOCKHOLM—In a ceremony at the Royal Swedish Academy of Sciences, the Nobel Committee reportedly awarded their annual prize in physics Tuesday to Zoomer and Zorbit, two aliens commonly seen driving a tie-dye Volkswagen bug while flashing peace signs. “For their profound advancements in astrophysics, we are pleased to honor this pair of smiling, neon green aliens surrounded by flowers and peace signs with the 2024 Nobel Prize,” said the chairman of the Norwegian Nobel Foundation, posing next to the recipients as they clutched the prestigious gold medal in their three-fingered hands. “These far-out beings have made tremendous strides in traversing the cosmos in nothing but a souped-up VW Beetle with a novelty license plate spelling out ‘PEACE’—something which no other life form in the galaxy has been able to accomplish. Thanks to their scholarship, we all may soon be able to roll our kaleidoscopic vehicles over the rainbow road straight to the glitter-covered surface of Saturn, and we’ll have these two and their message of radical love to thank when we do.” At press time, Zoomer and Zorbit had dedicated their award to their dear friend and collaborator, a purple leopard-print seal."
