type,link,title,text,label
politics,https://theonion.com/rfk-jr-vows-to-ban-soaps-that-smell-so-good-you-eat-a-little/,RFK Jr. Vows To Ban Soaps That Smell So Good You Eat A Little," Published: WASHINGTON—Promising to end what he has called a “war on public health” by the federal government, Robert F. Kennedy Jr., the nominee to oversee the Department of Health and Human Services, vowed Monday to ban all soaps that smell so good you eat a little. “Big soap companies have been poisoning and deceiving American consumers for decades with these aromatic soaps that really, really convince you a small nibble might actually taste good,” said Kennedy, who promised to declassify all hidden government data about how soap scents like blackberry sage and summer citrus can entice you to lick a corner of the bar, even though it ultimately just tastes like soap. “Insiders have been peddling the lies that these apple cinnamon soaps aren’t dangerous, but I know firsthand how bad they actually taste. There has been a war on America’s taste buds perpetrated by these companies that lie to you with delicious smells that sometimes even drive people to take a second bite just in case the first one wasn’t big enough to really get the flavor. They dress up these soaps in enticing colors and make them smell like delicious pumpkin pie without ever telling people what they do to your body. And this goes for all fruit-scented candles, cleaning products, and markers.” Kennedy added that while he plans to crack down on misleading soaps, lotions like coconut that would obviously taste good because they are made with natural ingredients will still be considered safe. Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/who-is-trumps-chief-of-staff-susie-wiles/,Who Is Trump’s Chief Of Staff Susie Wiles?," Published: President-elect Donald Trump has announced that campaign co-chair Susie Wiles will serve as his White House chief of staff.The Oniontakes a look at the political strategist’s background and credentials. Favorite Meeting Time:10:45 a.m. Eyes:Soulless but not yet dead Nickname Trump Uses When She’s Not Around:Paula Deen Tax Bracket:Looking up Go-To Phone Game During Trump Rallies:Candy Crush Friends:A liability Vacation Style:Grumpy on the beach Celebrity Crush:Stephen Miller Words To Live By:“Stop crying or I’ll give you something to cry about.” Abortions:1979, 1981, 1989, 1992 Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/trump-nods-vacantly-as-elon-musk-rattles-off-10th-consecutive-video-game-recommendation/,Trump Nods Vacantly As Elon Musk Rattles Off 10th Consecutive Video Game Recommendation," Published: WASHINGTON—Responding with visible exhaustion as the tech entrepreneur mentioned yet another of what he considered must-play titles, President-elect Donald Trump reportedly nodded vacantly Friday after Elon Musk rattled off his 10th consecutive video game recommendation. “Uh-huh, so I should try, what was it again, Elon?Elden Ring? No, I haven’t even heard of that one,” said a depleted Trump, who merely added “absolutely, they’re all fantastic” when Musk asked him if he thought he would rather play as a spellcaster or bandit, and who then sighed and stared into the middle distance. “So you saidOverwatch? And then bothDiablo IVandDiablo II, but definitely notDiablo III? Wow. I’ve sure got my work cut out for me. Someone write that down, all right? And yeah,BioShock. I think we got it.” At press time, Trump had responded to Musk’s offer to buy him his own Steam Deck by telling the billionaire that he had just remembered a very important meeting that he needed to take alone. Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/lessons-democrats-can-learn-from-the-2024-election/,Lessons Democrats Can Learn From The 2024 Election," Published: In addition to Donald Trump’s resounding victory in the presidential election, Republicans have taken majority control of both the House of Representatives and the Senate. Here are the lessons Democrats can learn from the 2024 election cycle. Lock in John Legend’s endorsement earlier. Cut out the woke policies that only a fraction of Americans find lifesaving. Just because something is your fault, it doesn’t mean you’re to blame. Harris should have been more brat in Wisconsin. Try to not already hold the presidency when a thing happens that voters dislike. It is important to appeal to other demographics beyond the Cheney family. The soul of America is a black expanse, and from it seeps a substance darker than night. One more fundraising text would’ve done the job. Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/trump-boys-have-slap-fight-over-who-gets-to-run-foreign-policy-meetings/,Trump Boys Have Slap Fight Over Who Gets To Run Foreign Policy Meetings," Published: PALM BEACH, FL—Lashing furiously at each other’s faces with their flailing hands, the Trump boys were reportedly engaged in a slap fight Friday over who would get to run their dad’s foreign policy meetings. “No, you got to do it last time, Eric—it’s my turn, it’s mine!” said Donald Trump Jr., who flinched and cried out “Ow!” after his younger brother Eric’s finger nearly made contact with his cheek. “It’s my turn to play with the foreign dignities [sic]! It’s my turn to meet the samurai king! Dad said I get to go on the plane with Uncle Jared! Dad, tell him! Tell him I can meet the samurai king. You promised! Dad! Dad! Dad! Dad!” At press time, Don Jr. was shrieking at the top of his lungs as Eric sank his teeth into his older brother’s hand. Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/cloaked-hillary-clinton-beckons-harris-to-follow-her-into-woods/,Cloaked Hillary Clinton Beckons Harris To Follow Her Into Woods," Published: CHAPPAQUA, NY—Pressing her finger to the recently defeated candidate’s lips and urging her not to be afraid, a cloaked Hillary Clinton reportedly beckoned Kamala Harris to follow her into the woods Thursday morning. “Come, it’s time for you to join me beyond the pines—surrender yourself to the embrace of nature,” said the 2016 Democratic presidential nominee, pulling back her hood, smiling gently, and offering a hand to Harris as John Kerry emerged from a distant spruce wearing a flowing linen shawl to assure the vice president that it would all be okay. “There are wonders here, where the sunshine breaks through the canopy and the cryptids nurse from the stream. Each hour is a year, and each breath is a blessing. Now listen to the leaves and let them guide every step you take. Here you are safe. Here you are free. Here you are withher.” At press time, reports confirmed Harris’ eyes had dilated as she gazed into the abyss and waited for acceptance by the forest spirits. Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://theonion.com/dnc-email-pleads-for-20-to-cheer-them-up/,DNC Email Pleads For $20 To Cheer Them Up," Published: WASHINGTON—Calling on all Democrats to step up and donate in the wake of Donald Trump’s victory in the 2024 presidential election, a fundraising email sent out Wednesday by the Democratic National Committee pleaded for a donation of $20 to help cheer them up. “ATTENTION VOTERS: Kamala Harris and her fellow Democrats woke up this morning feeling EXTREMELY BUMMED,” wrote House Minority Leader Hakeem Jeffries in a 600-word email with the subject line “URGENT: VERY SAD.” “Last night was HARD, but with your HELP, we can make sure Republicans don’t take away our SMILES completely. For just $20, you can put the PEP back in our STEP. Are you with me?” At press time, the DNC sent a follow-up email that featured photos of Harris, Nancy Pelosi, and Liz Cheney frowning alongside a caption that read “LOOK WHAT YOU DID.” Advertising Explore Tags Related Coverage Advertising Trending News Recent News Read More Your Horoscope — Today’s Birthday Sagittarius (November 22 to December 21): You’re going out in that? No, you look great. Very bold. Read Your Horoscope Subscribe for all the latest Headlines ""*"" indicates required fields Δ Please review ourPrivacy Policyfor detailed information on how we handle your newsletter data. © 2024 The Onion Privacy Policy Cookie Policy Terms of Use Print Membership Terms",0
politics,https://apnews.com/article/trump-transition-ukraine-russia-war-kellogg-68b413ecde625f6643aebe5759a752e7,Trump selects longtime adviser Keith Kellogg as special envoy for Ukraine and Russia | AP News," FILE - Ret. Lt. Gen. Keith Kellogg speaks to reporters at Trump Tower, Nov. 15, 2016, in New York. (AP Photo/Carolyn Kaster, File) WEST PALM BEACH, Fla. (AP) — President-elect Donald Trump said Wednesday that he has chosen Keith Kellogg, a highly decorated retired three-star general, to serve as his special envoy for Ukraine and Russia. Kellogg, who is one of the architects of a staunchly conservative policy book that lays out an “America First” national security agenda for the incoming administration, will come into the role as Russia’s invasion of Ukraine enters its third year in February. Trump, making the announcement on his Truth Social account, said, “He was with me right from the beginning! Together, we will secure PEACE THROUGH STRENGTH, and Make America, and the World, SAFE AGAIN!” Kellogg, an 80-year-old retired Army lieutenant general who has long been Trump’s top adviser on defense issues, served as national security adviser to Vice President Mike Pence, was chief of staff of the National Security Council and then stepped in as an acting security adviser for Trump after Michael Flynn resigned. As special envoy for Ukraine and Russia, Kellogg will have to navigate an increasingly untenable war between the two nations. The Biden administration has begun urging Ukraine to quickly increase the size of its military by drafting more troops and revamping its mobilization laws to allow for the conscription of those as young as 18. What to know about Trump’s second term: Follow all of our coverage as Donald Trump assembles his second administration. The White House has pushed more than $56 billion in security assistance to Ukraine since the start of Russia’s February 2022 invasion and expects to send billions more before Biden leaves office in less than two months. The U.S. has recently stepped up weapons shipments and has forgiven billions in loans provided to Kyiv. Trump has criticized the billions the Biden administration has spent in supporting Ukraine and has said he could end the war in 24 hours, comments that appear to suggest he would press Ukraine to surrender territory that Russia now occupies. As a co-chairman of the American First Policy Institute’s Center for American Security, Kellogg wrote several of the chapters in the group’s policy book. The book, like the Heritage Foundation’s “Project 2025,” is designed to lay out a Trump national security agenda and avoid the mistakes of 2016 when he entered the White House largely unprepared. Kellogg in April wrote that “bringing the Russia-Ukraine war to a close will require strong, America First leadership to deliver a peace deal and immediately end the hostilities between the two warring parties.” Trump’s proposed national security adviser, U.S. Rep. Michael Waltz of Florida, tweeted Wednesday that “Keith has dedicated his life to defending our great country and is committed to bringing the war in Ukraine to a peaceful resolution.” Kellogg featured in multiple Trump investigations dating to his first term. He was among the administration officials who listened in on the July 2019 call between Trump and Volodymyr Zelenskyy in which Trump prodded his Ukrainian counterpart to pursue investigations into the Bidens. The call, which Kellogg would later say did not raise any concerns on his end, was at the center of the first of two House impeachment cases against Trump, who was acquitted by the Senate both times. On Jan. 6, 2021, hours before pro-Trump rioters stormed the U.S. Capitol, Kellogg, who was then Pence’s national security adviser, listened in on a heated call in which Trump told his vice president to object or delay the certification in Congress of President Joe Biden ’s victory. He later told House investigators that he recalled Trump saying to Pence words to the effect of: “You’re not tough enough to make the call.” Baldor reported from Washington. AP writer Eric Tucker in Washington contributed to this report. ",1
politics,https://apnews.com/article/ukraine-war-biden-draft-08e3bad195585b7c3d9662819cc5618f,White House pressing Ukraine to draft 18-year-olds so it has enough troops to battle Russia | AP News," Fellow soldiers carry a coffin of leading actor of the music and drama theatre Petro Velykiy, 48, who was killed in a battle with the Russian troops in Russia’s Kursk region, during farewell ceremony in Chernyhiv, Ukraine, Wednesday, Nov. 27, 2024.(AP Photo/Dan Bashakov) WASHINGTON (AP) — President Joe Biden’s administration is urging Ukraine to quickly increase the size of its military by drafting more troops and revamping its mobilization laws to allow for the conscription of those as young as 18. A senior Biden administration official, who spoke on the condition of anonymity to discuss the private consultations, said Wednesday that the outgoing Democratic administration wants Ukraine to lower the mobilization age to 18 from the current age of 25 to expand the pool of fighting-age men available to help a badly outnumbered Ukraine in its nearly three-year-old war with Russia. The official said “the pure math” of Ukraine’s situation now is that it needs more troops in the fight. Currently Ukraine is not mobilizing or training enough soldiers to replace its battlefield losses while keeping pace with Russia’s growing military, the official added. The White House has pushed more than $56 billion in security assistance to Ukraine since the start of Russia’s February 2022 invasion and expects to send billions more to Kyiv before Biden leaves office in less than months. But with time running out, the Biden White House is also sharpening its viewpoint that Ukraine has the weaponry it needs and now must dramatically increase its troop levels if it’s going to stay in the fight with Russia. What to know about Trump’s second term: Follow all of our coverage as Donald Trump assembles his second administration. White House National Security Council spokesman Sean Savett in a statement said the administration will continue sending Ukraine weaponry but believes “manpower is the most vital need” Ukraine has at the moment. “So, we’re also ready to ramp up our training capacity if they take appropriate steps to fill out their ranks,” Savett said. The Ukrainians have said they need about 160,000 additional troops to keep up with its battlefield needs, but the U.S. administration believes they probably will need more than that. More than 1 million Ukrainians are now in uniform, including the National Guard and other units. Ukrainian President Volodymyr Zelenskyy has been hearing concerns from allies in other Western capitals as well that Ukraine has a troop level problem and not an arms problem, according to European officials who requested anonymity to discuss the sensitive diplomatic conversations. The European allies have stressed that the lack of depth means that it may soon become untenable for Ukraine to continue to operate in Russia’s Kursk border region. The situation in Kursk has become further complicated by the arrival of thousands of North Korean troops, who have come to help Moscow try to claw back the land seized in a Ukrainian incursion this year. The stepped-up push on Ukraine to strengthen its fighting ranks comes as Ukraine braces for President-elect Donald Trump to take office on Jan. 20. The Republican said he would bring about a swift end to the war and has raised uncertainty about whether his administration would continue the vital U.S. military support for Ukraine. “There are no easy answers to Ukraine’s serious manpower shortage, but lowering the draft age would help,” said Bradley Bowman, senior director of the Center on Military and Political Power at the Foundation for Defense of Democracies. “These are obviously difficult decisions for a government and society that has already endured so much due to Russia’s invasion.” Ukraine has taken steps to broaden the pool of draft-eligible men, but the efforts have only scratched the surface against a much larger Russian military. In April, Ukraine’s parliament passed a series of laws, including one lowering its draft-eligible age for men from 27 to 25, aimed at broadening the universe of men who could be called on to join the grinding war. Those laws also did away with some draft exemptions and created an online registry for recruits. They were expected to add about 50,000 troops, far short of what Zelenskyy said at the time was needed. Zelenskyy has consistently stated that he has no plans to lower the mobilization age. A senior Ukrainian official, who was not authorized to comment publicly and spoke on condition of anonymity, said Ukraine does not have enough equipment to match the scale of its ongoing mobilization efforts. The official said Ukrainian officials see the push to the lower the draft age as part of an effort by some Western partners to deflect attention from their own delays in providing equipment or belated decisions. The official cited as an example the delay in giving Ukraine permission to use longer-range weapons to strike deeper into Russian territory. The Ukrainians do not see lowering the draft age to recruit more soldiers as a substitute for countering Russia’s advantage in equipment and weaponry, the official said. Conscription has been a sensitive matter in Ukraine throughout the war. Russia’s own problems with adequate troop levels and planning early in the war prevented Moscow from taking full advantage of its edge. But the tide has shifted and the U.S. says the Ukrainian shortage can no longer be overlooked. Some Ukrainians have expressed worry that further lowering the minimum conscription age and taking more young adults out of the workforce could backfire by further harming the war-ravaged economy. The senior Biden administration official added that the administration believes that Ukraine can also optimize its current force by more aggressively dealing with soldiers who desert or go absent without leave. AP White House correspondent Zeke Miller and AP writer Hanna Arhirova in Kyiv contributed to this report. ",1
politics,https://apnews.com/article/ozempic-biden-wegovy-trump-rfk-jr-hhs-229391ee890bb37574ac08d70b991363,How millions of Americans with obesity may get access to weight-loss drugs | AP News," FILE - Donna Cooper holds up a dosage of Wegovy, a drug used for weight loss, at her home, March 1, 2024, in Front Royal, Va. (AP Photo/Amanda Andrade-Rhoades, File) WASHINGTON (AP) — Millions of obese Americans would get access to popular weekly injectables that would help them shed pounds quickly if a $ 35 billion proposal  from the Biden administration is blessed by President-elect Donald Trump. The rule, unveiled Tuesday by the Health and Human Services Department, would require Medicare and Medicaid to cover weight-loss drugs like Wegovy or Zepbound for a large segment of Americans who are obese. But it’s unclear if the proposal, which would not go into effect until after Trump takes office, will have support from his new administration — including from Robert F. Kennedy Jr., an opponent of the drugs whom the president-elect has tapped to serve as head of HHS. Here’s what to know about the drugs and the Biden administration’s proposal: The weight-loss drugs, also called anti-obesity medications or GLP-1s, mimic the hormone known as glucagon-like peptide 1, which regulates appetites by communicating fullness between the gut and brain when people eat. The drugs include Novo Nordisk’s Wegovy and Ozempic as well as Eli Lilly’s Zepbound and Mounjaro. In clinical trials, most participants taking Wegovy or Mounjaro to treat obesity lost an average of 15% to 22% of their body weight — up to 50 pounds or more in many cases. But a slice of “nonresponders” did not lose significant body weight. Private health insurers have limited coverage of the drugs. Medicare has been barred from covering them under a law that says the program cannot pay for weight-loss products. Coverage through Medicaid, meanwhile, has varied from state to state. That’s meant the drugs — which can cost upwards of $1,000 monthly — have been largely unaffordable for many. The rule announced Tuesday affects Medicaid, which provides health care coverage for roughly 70 million of the nation’s poorest people, and Medicare, the health insurance program for about 67 million older Americans. Under the proposal, the Centers for Medicare and Medicaid Services, or CMS, would reinterpret the federal law, to consider the drugs as a treatment for obesity diseases. The nation’s top health agency estimates as many as 3.5 million people on Medicare and 4 million on Medicaid could qualify for coverage of the drugs. But research suggests far more people might qualify, with the Centers for Medicare and Medicaid Services estimating roughly 28 million people on Medicaid are considered obese. And the proposal would cost a lot of money — at least $35 billion over the next decade. The drugs are popular — with a majority of Americans telling health firm KFF in a poll earlier this year that Medicare should cover the drugs. A bipartisan coalition of lawmakers, too, has lobbied for coverage of the drugs. But support is mixed in Trump’s inner circle. Kennedy has railed against the idea of Medicare or Medicaid covering the drugs. Instead, he’s told Congress that they should expand coverage of healthier foods and gym memberships through the government-sponsored health care programs. Meanwhile Dr. Mehmet Oz, who is poised to take the helm of CMS, has said the drugs can be a helpful tool. In a video posted to Instagram last year, Oz praised some of the benefits of the drugs, but said the long-term effects should be further studied. “I think these new generation of medications offer us a huge opportunity,” Oz said. Trump or Kennedy could ultimately ignore Biden’s proposal and not implement it. Some lawmakers praised the move on Tuesday, while others expressed skepticism. Rep. Brad Wenstrup, a Republican who sponsored a bill to have Medicare cover the weight-loss drugs, has argued that covering the drugs and other obesity treatments could save taxpayers in the long run. “I am encouraged to see the Administration support our efforts to help make Americans healthier by allowing Medicare coverage of new, physician prescribed and FDA approved anti-obesity medications,” Wenstrup said in a statement. He called for the Congress to pass a law that would help pay for dietitians, nutritionists and behavioral therapy to treat obesity. Sen. Bernie Sanders, however, warned that unless the government required drugmakers to lower the price of the medications Medicare premiums would “skyrocket” under the plan. It’s good for more Americans to have access to these drugs, which have proven effective, but Dr. David Ludwig, a nutrition and obesity expert at Harvard University, hopes that it doesn’t become the primary way obesity is treated in America. He worries that not enough investment is being made to figure out what is driving climbing obesity rates across the U.S., and the role that healthy foods and exercise might play in solving that epidemic. “It’s appropriate to treat the problems that we now face with drugs, but let’s not stop there,” Ludwig said. “Let’s identify what’s causing the problem, and ultimately rely on these drugs — which have side effects — less and less over time.” Dr. Andrew Kraftson, who treats obese patients at the University of Michigan, is happy that more of his patients might be able to afford these drugs, which he has prescribed for patients and has had successful results. But he, too, would like to see more research and guidance from the government on prescribing the medications. Kraftson also worries about some of the side effects for elderly patients. The drugs, he points out, can lead to muscle loss, which is a bigger problem for older Americans who are at risk of falling, for example. “I’m advocating for their thoughtful use,” Kraftson said. “Because if you have a senior and you just write a prescription and the visit takes five minutes, is that an appropriate level of care? Have we defined that well? ",1
politics,https://apnews.com/article/immigration-school-deportation-9747be35d2eb109693930f114f148b94,Trump's mass deportation pledge could keep immigrant kids from school | AP News," FILE - An American flag hangs in a classroom as students work on laptops in Newlon Elementary School, Aug. 25, 2020, in Denver. (AP Photo/David Zalubowski, File) FILE - Jefferson County Public Schools buses make their way through the Detrick Bus Compound on the first day of school, Aug. 9, 2023, in Louisville, Ky. (Jeff Faughender/Courier Journal via AP, File) Gustavo Balderas, superintendent of Beaverton School District, stands for a photo outside of the Beaverton school district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Gustavo Balderas, superintendent of Beaverton School District, stands for a photo outside of the Beaverton school district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Gustavo Balderas, superintendent of Beaverton School District, stands for a photo outside of the Beaverton school district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Gustavo Balderas, superintendent of Beaverton School District, works in his office at the district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Gustavo Balderas, superintendent of Beaverton School District, works in his office at the district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Gustavo Balderas, superintendent of Beaverton School District, stands for a photo in the lobby of the district administrative office in Beaverton, Ore., Monday, Nov. 25, 2024. (AP Photo/Amanda Loman) Last time Donald Trump was president, rumors of immigration raids terrorized the Oregon community where Gustavo Balderas was the school superintendent. Word spread that immigration agents were going to try to enter schools. There was no truth to it, but school staff members had to find students who were avoiding school and coax them back to class. “People just started ducking and hiding,” Balderas said. Educators around the country are bracing for upheaval, whether or not the president-elect follows through on his pledge to deport millions of immigrants who are in the country illegally. Even if he only talks about it, children of immigrants will suffer, educators and legal observers said. If “you constantly threaten people with the possibility of mass deportation, it really inhibits peoples’ ability to function in society and for their kids to get an education,” said Hiroshi Motomura, a professor at UCLA School of Law. That fear already has started for many. “The kids are still coming to school, but they’re scared,” said Almudena Abeyta, superintendent of Chelsea Public Schools, a Boston suburb that’s long been a first stop for Central American immigrants coming to Massachusetts. Now Haitians are making the city home and sending their kids to school there. “They’re asking: ‘Are we going to be deported?’” said Abeyta. Many parents in her district grew up in countries where the federal government ran schools and may think it’s the same here. The day after the election, Abeyta sent a letter home assuring parents their children are welcome and safe, no matter who is president. Immigration officials have avoided arresting parents or students at schools. Since 2011, U.S. Immigration and Customs Enforcement has operated under a policy that immigration agents should not arrest or conduct other enforcement actions near “sensitive locations,” including schools, hospitals and places of worship. Doing so might curb access to essential services, U.S. Secretary of Homeland Security Alejandro Mayorkas wrote in a 2021 policy update. The Heritage Foundation’s policy roadmap for Trump’s second term, Project 2025, calls for rescinding the guidance on “sensitive places.” Trump tried to distance himself from the proposals during the campaign, but he has nominated many who worked on the plan for his new administration, including Tom Homan for “border czar.” If immigration agents were to arrest a parent dropping off children at school, it could set off mass panic, said Angelica Salas, executive director of the Coalition for Humane Immigrant Rights in Los Angeles. “If something happens at one school, it spreads like wildfire and kids stop coming to school,” she said. Balderas, now the superintendent in Beaverton, a different Portland suburb, told the school committee there this month it was time to prepare for a more determined Trump administration. In case schools are targeted, Beaverton will train staff not to allow immigration agents inside. “All bets are off with Trump,” said Balderas, who is also president of ASSA, The School Superintendents Association. “If something happens, I feel like it will happen a lot quicker than last time.” Many school officials are reluctant to talk about their plans or concerns, some out of fear of drawing attention to their immigrant students. One school administrator serving many children of Mexican and Central American immigrants in the Midwest said their school has invited immigration attorneys to help parents formalize any plans for their children’s care in case they are deported. The administrator spoke on condition of anonymity because they were not authorized to speak to the media. Speaking up on behalf of immigrant families also can put superintendents at odds with school board members. “This is a very delicate issue,” said Viridiana Carrizales, chief executive officer of ImmSchools, a nonprofit that trains schools on supporting immigrant students. She’s received 30 requests for help since the election, including two from Texas superintendents who don’t think their conservative school boards would approve of publicly affirming immigrant students’ right to attend school or district plans to turn away immigration agents. More than two dozen superintendents and district communications representatives contacted by The Associated Press either ignored or declined requests for comment. “This is so speculative that we would prefer not to comment on the topic,” wrote Scott Pribble, a spokesperson for Denver Public Schools. The city of Denver has helped more than 40,000 migrants in the last two years with shelter or a bus ticket elsewhere. It’s also next door to Aurora, one of two cities where Trump has said he would start his mass deportations. When pressed further, Pribble responded, “Denver Public Schools is monitoring the situation while we continue to serve, support, and protect all of our students as we always have.” Like a number of big-city districts, Denver’s school board during the first Trump administration passed a resolution promising to protect its students from immigration authorities pursuing them or their information. According to the 2017 resolution, Denver will not “grant access to our students” unless federal agents can provide a valid search warrant. The rationale has been that students cannot learn if they fear immigration agents will take them or their parents away while they’re on campus. School districts also say these policies reaffirm their students’ constitutional right to a free, public education, regardless of immigration status. The Associated Press’ education coverage receives financial support from multiple private foundations. AP is solely responsible for all content. Find AP’s standards for working with philanthropies, a list of supporters and funded coverage areas at AP.org. ",1
